Product name,Product price,Product description,Product shipping,Product details,Product review,Product rating

"['LINGANZH Smart Plug WiFi Smart Socket Compatible with Amazon Alexa and Google Assistant, No Hub Required, WiFi Plug Timer Schedule, 2 Pack(Upgrade Version)']","['CDN$39.98', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","[""【Control with your voice】: LINGANZH smart plug works with A lexa. Manage your devices through voice control (A lexa device sold separately). it only supports a 2.4GHz Wi-Fi network,Turn electronics on or off from anywhere.【Save evergy and costs】: Smart managing your household appliances via the app on your phone or tablet (iOS 8 or higher/Android 4.1 or higher), or voice control via Alexa. Ensure you're not wasting energy on devices you aren't using. Prevent overcharging. It actually helps to save energy and reduce costs.【Set Schedule & Timer】 Schedule the Smart Plug to automatically power electronics on and off as needed.【No hub or monthly fees required】: No hub or monthly fees required. No need to unplug cords from the wall, keep worktops and floors clutter free.【Easy to install and stable connection】：Just plug a device and connect to your Wi-Fi network, FCC, RoHS, reach Approval. LINGANZH smart plug is backed by a 1-Year limited warranty.›See more product details""]","['109', '109']","['4.0', '4.0']"

"['Aonoka Outdoor Smart Plug, Wi-Fi Outlet with 2 Grounded Sockets, IP64 Waterproof, Support Wireless Remote Control/Timer by Smartphone, No Hub Required, Compatible with Alexa & Google Home, ETL Listed']","['Information Not Found', 'CDN$36.99']","['Style:Outdoor 2 SocketsSPECIFICATIONS: Model Number: C188-US Waterproof Level: IP64 Parameters: AC 100-240V 50/60Hz Max Power: 1875W(resistance loading) Max Current: 15A Rated Voltage: 125V Working Temperature: -20~60°C(-4~140°F) Remote Control: Smart Life APP (Compatible with Android 4.1/IOS 8.0 or above) INSTALLATION STEPS:1. Download “Smart Life” app from scanning the code on the User Manual or Searching ""Smart Life"" directly on App Store or Google Play.2. Register a Smart life account and sign in the app. Tab ‘Add Devices’, then ‘Electronic Outlets.’(Note: Our APP only supports 2.4GHz Wi-Fi networks.)3. Power on the device and press button for 5 seconds, confirm that indicator light rapid blinks.4. After confirmed, enter WiFi password.5. Connected and change your device\'s name. Change device name to an easily recognized word or phrase, like ""bedroom light"". DONE and succeed.PACKAGE: 1 x Outdoor Smart Outlet 1 x User Manual']","[Free Shiping]","[""【2 INDIVIDUALLY CONTROLLED OUTDDOOR OUTLETS】2 AC power outlets with waterproof caps can be opened and covered separately, protecting the device from dust and debris when not in use. The indicator lights are separately indicated to make you clearer. you can use Smart Life App or Voice Control the 2 outlets individually or together. They can also be controlled independently via the switch buttons.【GOING GREEN】Built-in timer function, you can schedule timer events or countdown events on your phone, smart devices will turn on and off automatically. Sunset & Sunrise Options: Sync your schedules to work with local sunset and sunrise times. You can program Christmas lights to turn on right at sunset, or patio lights or decorations to turn off at sunrise. Especially convenient during the holidays! Energy saving and going green.【UPGRADED PERFORMANCE】Upgraded Waterproof level to IP64 (Reference number: GST.190918.A101P). Powered by high-performance IoT chipset, The WiFi range has been upgraded to 300 feet. It has a longer WiFi connection range and a lower offline rate. (Note：It only supports 2.4GHz Wi-Fi network, not support 5.0GHz Wi-Fi).【UPGRADED SECURITY】750°C fireproofmaterialand splash-proof design. The housing is made of heavy duty material, and the cover is made of wear-resistant and corrosion-resistant TPU material.Built- in surgeprotection.Itwill automatically cut off the power when current overheating.15A/1875W Max for each, FCC, ETL and ROHS certified. we want to ensure the safety of our customers, their loved ones and homes. Never allow other low quality plug endanger the safety of your family.【MORE PLACES TO USE】The Outdoor Smart Outlet is not only equipped with a timer function for LED Plant Grow Light, but ideal for garden, patio, landscape lighting, Christmas trees, porch lights, festival decorative outdoor string lights, fountains, pumps, sprinklers, swimming pool & spa, lawn mowers, irrigation systems, etc., and other indoor plug-in appliances. If you meet any obstacle, pls feel free to contact us. We'll reply you ASAP and provide you a satisfied solution.›See more product details""]","['118', '118']","['4.2', '4.2']"

"['Outdoor Smart Plug - Amzdest Max 16A Outdoor Smart Outlet with 3 Sockets Work with Alexa/Google Home, Smart Wi-Fi Plug Wireless Remote Control/Voice Control/Timer, IP55 Waterproof, ETL/FCC/RoHS']","['CDN$87.88', 'Information Not Found']","['What makes Amzdest outdoor smart plug different from others?  ➤3 outlets can be controlled independently or together, and the silicone cover prevent the infiltration of water and dust➤Set schedule for electric appliance ahead of time, enjoy your smart life in anywhere at anytime, saving time and energy.➤IP55 waterproof and splash-resistant design provide excellent waterproof performance in damp or wet conditions, safety to use➤The smart plug can be connected with multiple phone, perfect for family garden seasonal/landscape/decorative string lighting, pool pump, fountain, and other indoor and outdoor plug-in appliances. How to work with Alexa/Google Home/IFTTT ➤Alexa: Open Alexa app, choose""skills""-search""Smart Life""-click ""enable""-enter your smart life account and click ""Link now"" After connected, you can voice commands it to discover device or to turn on/off light, like: ""Alexa, discover devices""、""Alexa, turn on the light"" ➤Google Home:In Google Home App, find ""Home Control"" - Click ""add a device"" -search ""Smart life"" -log in with smart life account- control the plug with your google assistant.Easy Pair with Smart Life APP1. Download smart life app on your phone by scan the QR code in user manual or Search ""Smart Life"" in the App Store/Google Play2. Register a new account with mobile number or E-mail 3. Press and hold the ON/OFF button for 5s-15s until the indicator blink rapidly4. Click ""Add Device"", choose corresponding device, click""confirm indicator rapidly blink"", enter Wifi passwordIn the APP, you can see the current, the power consumption, the total power Noted: only supports 2.4GHz Wi-Fi network, not support 5.0GHz Wi-fi; Compatible with Android 4.1/ IOS 8.0 or aboveSpecifications: Waterproof Level: IP55Parameters: AC100-240V 50/60HzMax Power: 2000W Max Current: 16AVoltage: 125VWorking Temperature: -4~140℉/-20~60℃']","[Free Shiping]","['✔【3 Grounded AC Outlets】The smart plug comes with 3 AC sockets that offer Max 16A 2000W high power rating. It can control 3 outdoor devices together or individually, ideal for Backyard, Garden, Garage , Kitchen, Porch, Balcony, Basement, Patio or Electric grill, Sprinkler, Christmas tree, Landscape Lighting, Fountains, Lamps, Pumps, and other outdoor or indoor-use electric appliances✔【Certified Alexa Compatible】Use simple voice commands with your outdoor smart plug and works with Alexa/Google Home, you can give each outlet a unique name for each outlet to be easily recognized and controlled separately via Alexa✔【Remote Control & Timer Function】Our smart plugs outdoors works with 2.4GHz wifi network, switch your devices on/off remotely with your smart phone using the free Smart Life App. Equipped with timer function which allows you to schedule household appliances according to your need✔【Excellent Waterproof Design】With IP55 waterproof standard and ABS flame retardant polymer design, weather-resistant withstands damp, wet, snow and cold conditions. Ensures your device will be protected against the entry of dust and splashes of water from any direction.✔【Upgraded Security & Satisfied】Amzdest smart plug is ETL/FCC/RoHS certified. If you have any question in the process of operation, please do not hesitate to contact us via Email: support@Amzdest.com, we will response in 24hours and provide you a satisfied solution.']",['24'],['4.4']

"['Blue Shark WiFi Mini Plug, Smart Home Power Control Socket, Wireless Control Your Household Appliance from Anywhere, No Hub Required, Compatible with Alexa and Google Home (1PACK)']","['CDN$13.99', 'Information Not Found']","['Size\r\r\r\r\r\r:1PACKAdd smartness to your home with a mini plug. Turn on your coffee pot from bed or turn your lights on before you get home. Set up your nighttime routine & forget about it - Turn on night light at 8 PM, and turn off at 12 AM. Control your environment within your house effortlessly like you are living in Bill Gates futuristic home.HOME CONTROL WITH JUST A TOUCH OF A BUTTON:Easily fit a mini Wi-Fi smart plug in one outlet with a space-saving design. Set multiple lights, electronics, and small appliances to turn on and off with Blue Shark Smart Plug. Place the button in convenient spots throughout your home & have control without always needing access to your phone.NO HUB REQUIRED:The Blue Shark Smart Plug can link Wi-Fi router directly without the need for a hub. Our Smart Wi-Fi Plug works with your existing home Wi-Fi without the need for a separate hub. Just enter your Wi-Fi password enjoy the smart connected life.WIRELESS CONTROL FROM ANYWHERE:Forget to turn off something before leaving the house? Don’t worry, and you can always turn it off connect devices anytime anywhere with just a tap on your smartphone. Turn On/off the connected devices wherever they are, lamps, thermostats, coffee makers, fans, water heater, switches, and other devices.FEATURES:● Mini Size● Wireless Control● No Hub Require● Space SavingTIMER FUNCTION & QUICK SETUP:Insert the smart plug into wall outlet and wait for blinking light, enter your home Wi-Fi password and let the app do the rest. Quick setup takes less than 30 seconds to complete for most routers! Scheduling allows you to manage your home appliances smartly. You could simply set a timer for the smart plug to have it turned off automatically. Make working schedules for home electronics according to your life habit to have a more comfortable lifestyle, everything is under your control. Never forget to leave devices running.']","[FREE on First Order]","['𝗖𝗢𝗡𝗧𝗥𝗢𝗟 𝗙𝗥𝗢𝗠 𝗔𝗡𝗬𝗪𝗛𝗘𝗥𝗘: Control any appliance that you connect to your Blue Shark Smart Plug from anywhere you are via our free app available on Android and IOS. Start your coffee maker early in the morning from your bed. Turn the fan on while sitting on your couch!𝗦𝗖𝗛𝗘𝗗𝗨𝗟𝗘 𝗦𝗘𝗧𝗨𝗣: Create your own schedule and automatically turn your appliances on or off as you wish and trust the tasks will be carried out exactly in the way you wanted. On/off function control lamps to create scene looks like someone is home while you are away.𝗘𝗔𝗦𝗬 𝗧𝗢 𝗜𝗡𝗦𝗧𝗔𝗟𝗟: Simply plug a device into the Smart Plug and connect to your Wi-Fi network, download the free “Smart Life” App and set up your appliances. Remote one-press control, effortless to start/stop work. Ideal for someone who cannot move around very well and needs easy access to turn on/off a device.𝗥𝗢𝗨𝗡𝗗 𝗗𝗘𝗦𝗜𝗚𝗡: Designed with your best interest at heart, this mini Wi-Fi smart plug works with any appliance that you plug into it to give you instant wireless control. Any night light, air purifier, diffuser, Christmas tree, Neon Light can become smart devices when you have the Blue Shark Smart Plug.𝗔𝗟𝗘𝗫𝗔 & 𝗚𝗢𝗢𝗚𝗟𝗘 𝗛𝗢𝗠𝗘 𝗜𝗦 𝗔𝗧 𝗬𝗢𝗨𝗥 𝗦𝗘𝗥𝗩𝗜𝗖𝗘: The Blue Shark Smart Plug is 100% Alexa and Google Home compatible. If you have an Amazon Echo or Dot, you can download the “Smart Life” skill/action and control your smart plug with voice commands. Give your Smart Plug a meaningful name (e.g. nightstand lamp) and Alexa/Google Home will help you do the rest. (e.g. ‘Alexa, turn on/off nightstand lamp’).›See more product details']","['25', '25']","['3.3', '3.3']"

"['Smart Plug Mini WiFi Outlet Wireless Socket Compatible with Alexa, Echo,Google Home and IFTTT, EZTecho Smart Plug WiFi Socket (1)']","['Information Not Found', 'CDN$19.99']",['Information Not Found'],"[FREE on First Order]","['A SMART HOME: the smart plug is compatible with Alexa, Google Home Assistant and IFTTT. All you need is a Wi-Fi network in your home and you will control all your lights and appliances from a smartphone or tablet no matter where you are using the free application.AUTOMATE FROM ANYWHERE: program the Smart Plug to automatically turn on / off all electronic devices with a power outlet based on the specific time you set. Your devices will work for you whenever you want. The devices can automatically preset the time.RESPECTFUL WITH THE ENVIRONMENT: when you automate your devices to work only when you need it, you will be making an effort to achieve a greener environment. The smart plug will reduce energy use, prevent overload and overheating, and save on your electricity bills. Note that the Plug works only with a 2.4 GHz network, not 5 GHz.SAFETY and CERTIFICATION. when your house is not occupied; with the smart plug you will turn on and off the lights or television randomly to make it appear that you are at home, even when you are not. All our plugs are FCC certified and are compatible with 110 volts.100% SATISFACTION GUARANTEED: whether your smart plug does not work as you wish or if you are not satisfied with your purchase for any reason, contact us and we will refund the total amount or we will change the smart plug at no additional cost - No questions asked.›See more product details']","['58', '58']","['4.4', '4.4']"

"['Kasa Smart Plug by TP-Link, Dual Outlet Smart Home WiFi Socket Works with Alexa, Echo, Google Home & IFTTT, No Hub Required, Remote Control, 15 Amp, UL Certified (HS107)']","['CDN$70.01', 'Information Not Found']",['Style:Dual-Outlet PlugSmart Wi-Fi Plug Mini - Dual Outlets Frequency Range: 2.4GHz; Protocols Supported: IEEE 802.11b/g/n. Operating Temperature 0 ºC ~ 40 ºC (32°F ~ 104°F).'],"[Free Shiping]","['Double the outlets: Control 2 devices from anywhere at the same time or individually with one smart plug; Ideal for controlling lamps in your bedroom, kitchen appliances, or even an iron in your laundry roomControl From Anywhere: Power your dual outlet smart plug on or off, set schedules or scenes from anywhere with your smartphone using the Kasa smart app; Remotely turn a fan on for your pets while you’re out running errands or at the officeVoice Control: Use simple voice commands with your smart plug and any Alexa, Google Assistant or Microsoft Cortana; You can even give each outlet a unique name and use them separately; Turn a lamp off and ask your voice assistant to turn on a fanKasa scenes & schedules: Schedule the Smart plug to automatically switch on and off when away or set a scene for controlling many devices with a single buttonNote: Requires a secured 2.4 Gigahertz Wi Fi network connection›See more product details']","['665', '665']","['4.6', '4.6']"

"['Smart Plug Mini Enabled WiFi Outlet Socket, Compatible with Amazon Alexa and Google Home, No Hub Required, LUMIMAN 6 Pack']","['CDN$89.96', 'Information Not Found']","['Style:6 Pack Mini Smart PlugLUMIMAN - MINI WIFI PLUGWe are a team specialized in smart home system and enthusiastic about bringing the latest technology to our daily life in the most economical and intuitive manner.FEATURES1. Compact design and safe2. Schedule and group3. Remote control from anywhere at any time4. Voice Control via Alexa and Google HomeTHINGS YOU CAN DO1. Even when you are not at home, you can control the power-on/off via PlusMinus app2. Schedule LUMIMAN wifi smart plug to automatically power electronics on and off as needed3. You can create a group for all of your smart devices and control them with just one command;4. Easily fit two LUMIMAN mini wifi smart plug in one outlet with space-saving designPackage List6 x Mini wifi plug ; 1 x Installation Manual;']","[Free Shiping]","['REMOTE CONTROL FROM ANYWHERE - Even when you are not at home, you can control the power-on/off via PlusMinus app.VOICE CONTROL - LUMIMAN smart plug no hub required is compatible with Alexa and google home. NOTE: LUMIMAN WiFi mini smart plug only supports 2.4 GHz Wi-Fi network.SCHEDULE AND GROUP - Schedule LUMIMAN wifi smart plug to automatically power electronics on and off as needed.You can create a group for all of your smart devices and control them with just one command.COMPACT DESIGN AND SAFE- Easily fit two LUMIMAN mini wifi smart plug in one outlet with space-saving design.10A is suitable for most household appliances, except for air conditioning.EASY TO STALL AND AFTER-SALES SERVICE - 20 seconds setup with PlusMinus app.We will provide 7/24 service and worry-free 24-month After-Sales Service.›See more product details']","['275', '275']","['4.1', '4.1']"

"['GDTech WiFi Mini Plug, Smart Home Power Control Socket, Wireless Control Your Household Appliance from Anywhere, No Hub Required, Compatible with Alexa and Google Home (3Pack)']","['CDN$37.99', 'Information Not Found']","['Size\r\r\r\r\r\r:3PackAPP And Features Uses the easiest to set up user interface on the market making it powerful yet simple to navigate and set up. Blue Shark smart plug works by connecting to your existing home WiFi network (2.4G only) and syncs it’s status with the cloud continuously to give you on demand control of any of your home appliances wirelessly anywhere in the world. The response time is less than 0.5 seconds, and is packed with multiple settings and features such as Scheduled Timers, Countdown, and Smart Scenes that can adapt to you. Compatible with Alexa  1. Log in Alexa APP, Choose skills in the options bar, and search the Smart Life in the input box. 2. Select Smart life in the search results, and then click the Enable skill. If account has been bound, you can click on Disable Skill to remove your binding, and then click on the Enable Skill to continue to bind a new Smart Life account. 3. Input your user name and password that you have previously registered for Smart Life app (or register a new one). 4. When it prompt successfully linked, it means the Alexa account is linked with Smart Life account. Work with Any Appliance  Blue Shark Smart Plug works with any appliance that you plug into it to give you instant wireless control. Any night light, air purifier, diffuser, Christmas Tree, Neon Light can become smart devices when you have the Blue Shark Smart Plug Provides lifelong free APP updates and control Instant Plug and Play! Turn any appliance in your house into a Smart Device Today! ']","[Free Shiping]","['CONTROL AT YOUR FINGERTIPS FROM ANYWHERE IN THE WORLD – Control any appliance that you connect to your Blue Shark Smart Plug from anywhere you are via our free app available on Android and iOS. Start your coffee maker early in the morning from your bed. Turn the fan on while sitting on your couch!ONE CLICK SETUP – No Fuss setup - Insert the smart plug into wall outlet and wait for blinking light, enter your home WiFi password and let the app do the rest. Quick setup takes less than 30 seconds to complete for most routers!ALEXA AND GOOGLE HOME IS AT YOUR SERVICE – The Blue Shark Smart Plug is 100% Alexa and Google Home compatible. If you have an Amazon Echo or Dot, you can download the “Smart Life” skill/action and control your smart plug with voice commands. Give your Smart Plug a meaningful name (e.g. nightstand lamp) and Alexa/Google Home will help you do the rest. (e.g. ‘Alexa, turn on/off nightstand lamp’)SMART SCHEDULES AND SCENES - Set up your night time routine and forget about it - Turn on night light at 8PM, and turn off at 12AM. Control your environment within your house effortlessly like you are living in Bill Gates futuristic home. Control multiple smart plugs with one tap, or create smart triggers that only activate when you want it to : Turn on Lamp every night at [Location Sunset Time]›See more product details']","['76', '76']","['3.8', '3.8']"

"['Wifi Smart Plug Mini WiFi Socket Work with Alexa/Google Home, Wireless Outlete with Timer Function, Voice Control No Hub Required, Smart Life Free APP Remote Control Your Home Appliances from Anywhere']","['Information Not Found', 'CDN$19.99']",['Information Not Found'],"[FREE on First Order]","['【Voice control】：Compatible with Amazon Alexa, echo dot, Google home and IFTTT to manage your home devices through simple voice commend, free your busy hand.【Remote Control】: Even when you are not at home, you can control the power-on/off via Smart Life App, Ideal for someone who can not move around very well and needs easy access to control a device.【Timer Function】: You can pre-set times automatically turn on and off any home electronics or appliances in a specific time, such as the time before arrival home or you are away.【Easy to Install】: Just plug in and connect with the free APP( Smart Life), No hub required, A secured 2.4GHz WiFi network is required. Sharing Fuction allows you create a group for all Wi-Fi Smart Plugs, And share your Mini Socket to all family members in a minute.【FCC and ETL Certificated】: Auto cutting off power when the current is larger than 10A, covered by thermo-resistant and flame-retardant shell, double insulation improves safety and no potential fire hazards.›See more product details']","['21', '21']","['4.9', '4.9']"

"['Smart Plug, Etekcity WiFi Outlet, Works with Alexa, Echo, Google Home and IFTTT, Energy Monitoring and Timer, Control Appliances Anywhere, No Hub Required, ETL Listed, FCC Certified, 2-year after-sales service support, 2 Pack']","['CDN$38.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]",['Voice Control: Fully integrated with Amazon Alexa Echo/Dot and Google Assistant. Power your devices without lifting a fingerRemote Control: Easy to install and stable connection. Controlled from different devices and manage your home on your smartphone or tablet from anywhereEnergy Monitoring: Track your power usage for connected devices every day. You can effectively cut your usage so that you can save money on your electric billTimer Schedules: Set your customized daily timers or create on/off schedules so that your devices can turn on and off on their own. Sunrise and sunset are supportedBuy with Confidence: 2-year after-sales service plus life time support from Etekcity. Note: A secured 2.4 GHz Wi-Fi network is required. Does NOT currently support SmartThings›See more product details'],"['186', '186']","['4.3', '4.3']"

"['Raxxio Smart Plug, WiFi Outlet to Activate Your Devices with Wireless Control, Smart Outlet Socket Works with Amazon Smart Plug Alexa Enabled I Google Home Compatible No Hub Required (1 Pack)']","['CDN$15.95', 'Information Not Found']","['Item Parcel Quantity:1✔ SMART PLUG WIRELESS CONTROL: Plug your devices/appliances into the Wifi Outlet to then automatically switch them on/off at pre-established times. Using the Kasa app (Compatible with Android & iOS) control usage and timing with: lights, tv, router, rice cooker, lamps, air conditioner, etc. ✔ VOICE ACTIVATION SMART SOCKET: The versatile Smart Socket works with Google Assistant, Microsoft Cortana and of course Amazon Alexa for a hands-free experience. ✔ SAFETY & SAFEGUARDING: Ability to program the lights to turn on randomly when you are not home. When ""Away Mode"" is enabled, the Plugin Wifi Smart Socket will turn all the designated lights on and off at various intervals to give the impression you are home. On vacation and worried about the house? Do not fret! ✔ REDUCE YOUR ELECTRICITY BILL: Controlling your devices remotely allows for the simple switch from on to off at your convenience and memory recall. There is nothing worse than leaving lights on when you leave the house! Save $ on your electricity bill by never leaving a light or appliance on longer than it needs to be. ✔ SMART PLUG PRODUCT WARRANTY & GUARANTEE: The Wifi Smart Plug is designed to enhance life and make it easier. With that said, we honour a 1-year warranty that exists to ensure your experience is a pleasurable one. Please contact us should you have any questions or concerns.']","[FREE on First Order]","['✔ CONTROL FROM A DISTANCE: Plug your smart home devices/appliances into the Wifi smart alexa plug to then automatically switch them on/off at pre-established times✔ VOICE ACTIVATION/CONSOLE FRIENDLY: The versatile Wifi Alexa Smart Plug that work with Alexa Echo Dot, Google Home & Cortana for a hands-free experience.✔ WIFI PLUG SAFETY & SAFEGUARDING: When “Away Mode” is enabled, it provides ability to program the lights to turn on randomly when you are not home.✔ REDUCE YOUR ELECTRICITY BILL: Controlling your devices remotely allows for the simple switch from on to off at your convenience and memory recall.✔ SMART WIFI PLUG PRODUCT WARRANTY & GUARANTEE: The Wifi Plug is designed to enhance life and make it easier. We honour a 1 year warranty for best experience!›See more product details']","['4', '4']","['2.7', '2.7']"

"['Kasa Smart Outdoor Plug with 2 Outlets, Individual Control, IP64 Waterproof and Scheduling (Sunrise & Sunset), Works with Alexa & Google Home (KP400)']","['CDN$51.68', 'Information Not Found']","['Kasa Smart Outdoor Plug by TP-Link, Weather-Resistant, Dual Outlets, Control from Anywhere, Works with Alexa, Google Assistant, No Hub Required (KP400)']","[Free Shiping]","['Double the Outlets Control 2 outdoor devices from Anywhere together or individually, with one Smart plug; Ideal for landscape Lighting, swimming pool pumps, holiday lights, or other appliancesWeather Resistant and IP64 rated, Long WiFi range up to 300 FeetControl from Anywhere with Your Smartphone with device groupingVoice Control with Google or Alexa›See more product details']","['1,472', '1,472']","['4.7', '4.7']"

"['TOPGREENER TGWF115APM Wi-Fi Powerful Plug with Energy Monitoring, Smart Outlet, 15A, Control Lights and Appliances from Anywhere, No Hub Required, White, Works with Amazon Alexa and Google Assistant']","['Information Not Found', 'CDN$19.99']",['Style:Heavy Duty Wi-Fi Plug 1 Pack WhiteWi-Fi enabled heavy duty plug-in outlet with energy monitoring capability. Handles loads up to 15A. Enables remote control of your appliance through the TOPGREENER app. Monitor and control use of your appliances from your smart device. 15A output capability.'],"[FREE on First Order]","['Wi-Fi outlet works with Amazon Alexa and Google Assistant (sold separately) to enable voice control, no hub or subscription requiredControl appliances remotely and monitor energy usage to optimize energy efficiency using the TOPGREENER app from the App store, iOS and Android compatibleCan be used with other smart plugs to control electrical appliances, or can be added to a group of devices for advanced scene controlCreate schedules or set timers in the TOPGREENER app to turn the plug on and off automaticallyHandles loads up to 15A (heavy-duty), durable design, fire resistant, UL listed, FCC compliant›See more product details']","['139', '139']","['4.2', '4.2']"

"['Jinvoo Smart Plug, WiFi Plug Power Socket, No hub Required, Compatible with Amazon Alexa and Google Assistant, CETL Certification -1 Pack']","['CDN$14.77', 'Information Not Found']","['Style:small plug 1packWiFi plug mini US 702U 10ACompatible with iOS and AndroidCompatible with Alexa and Google AssistantMax power: 2000WWorking current: 10AcUL listed E489132 FCC ID: 2AJ5F-SM-PW701UWorking voltage: AC 120VMaterial: ABS flame retarding polymerPlug Standard: USPower consuming: ≤0.3WWorking temperature: -20 ~ 45℃ (-4 ~ 113℉)Working Humidity: ≤80%Radio signal power: 1mWRadio protocol: Wi-FiRadio rate: 30 meter indoorRadio rate: 50 meter outdoor, depends on building materials and structures.']","[FREE on First Order]","['Voice control, used with Amazon Alexa, a device supported by Google Assistant, for hands-free experienceRemote control allows you to use the smartphone to control the opening or closing of the plug no matter where you are. Arrange your plug to turn on or off at a specific timeEasy to install, download the Jinvoo smart app for free and pair WiFi with your smartphone. Only supports 2.4GHzReal-time feedback: Track the power usage of connected devices,determine which devices use the most energy, and the device status will be fed back to your phone in real time.Power saving: Eliminate wasteful standby power; prevent overcharging and overheating; extend product life and save electricity›See more product details']","['47', '47']","['4.0', '4.0']"

"['Wifi Smart Plug Mini Outlet, Sanfeya Wireless Socket Comatible with Alexa and Google Assistant, No Hub Required, FCC ETL Listed, Supports Voice Control and Remote Control, WiFi Socket with Energy Monitoring and Timer Function (White, 2 Pack)']","['CDN$22.99', 'Information Not Found']","['Color Name:2 PackDescription: The smart sockets are compatible with Amazon Alexa Echo, 2 Packs for a full courage of home devices or as a replacement. How It Works： Smart Plug connects to Internet through WiFi and controls the power of plug from the Smart Life APP on Smart Phone. Supports WiFi network & remote network connection through the router, support Smart configure net technology, easy to access settings, know the status of your sockets at all times. Package Includes: 2 X Smart Sockets 1 X User Manual Product Parameters: Product Size: 55*55*50 (mm) Package Weight: 280g Input voltage: 110-240V; 50Hz/60Hz Max.load current:10A Max.Power: 1100W WIFI standard: WIFI 802.11 b/g/n WIFI frequency: 2.4GHz ATTENTION: DO NOT SUPPORT 5GHz Note: Please make sure operating current within 10A or electrical power within 1100W. Do not use this device with high current devices such as electric heaters, air conditioners and similar products. Long press the button on the Mini Smart Socket if you want to reset it. The smart plug WIFI name and password setting only support alphanumeric characters or underscores. Please note that special characters are not supported.']","[FREE on First Order]","['Works with Amazon Alexa and Google assistant for voice control. Power your devices without lifting a finger. Does not currently support SmartThings and homekitPerfect for hard-to-reach appliances & devices without ON/OFF switches Manage Your Home Remotely: Instantly Control devices connected to the Smart Plug wherever you have Internet using the free app on your smart phone, Enjoy peace of mind by checking on your devices remotely and always coming home to a well-lit houseREMOTE CONTROL: Remotely turn appliances and electronics on or off from anywhere. At home or when you go out, use Wi-Fi and mobile Networks to operate. Perfect for Household Appliances Lamps, Lighting & Electrical Equipment.Set Timer: Schedule the Smart Plug to automatically power electronics on and off as needed, like setting lights to come on at time you back homePackage include: 2 pack smart plug, a secured 2.4 GHz Wi-Fi network is required, 30-day money back, 1-year warranty and lifetime support›See more product details']","['4', '4']","['4.5', '4.5']"

['Charging Essentials Wi-Fi Outlet | 2 Pack | Smart Home Solutions | Wall Outlets | Amazon Alexa | Google Assistant'],"['CDN$32.99', 'Information Not Found']",['Control your home power consumption with Charging Essentials Wi-Fi Smart Outlet 2 pack. Compatible with AMAZON ALEXA and GOOGLE ASSISTANT that makes it easy for smooth integration with your smart home system.'],"[FREE on First Order]",['CHARGING ESSENTIALS Wi-Fi Smart Outlet wall plugs. One Wi-Fi Plug and one Standard plug per outlet.WI-FI enabled Smart home power solutions.CONTROL and schedule your home power usage from anywhere in the world. Turn appliances on and off from your smart phone.AMAZON ALEXA and GOOGLE ASSISTANT compatible that will seamlessley integrate into your smart home system.FREE APP! Simply Download from the CE website.›See more product details'],"['12', '12']","['4.1', '4.1']"

['axGear WiFi AC Socket Wireless Ethernet Smart Wall Plug Internet Remote Control'],"['CDN$15.29', 'Information Not Found']","['WiFi Smart AC Socket Plug  Features: Control your appliances on/off on 2G/3G/4G/WiFi network. With the Touch of your phone, Control any appliance from home or anywhere in the world. The app features a countdown, multiple timer function, multiple timer settings and scene setting. Plug and play, no need To install ( Plug inTo socket and operate according the detailed Instruction Manual). More appliances can be controlled remotely: table lamp, electric warming oven, water heater, electric fan, electric cooker, etc. This Wifi Smart Socket can remote control your appliance in any time at anywhere with access To internet, know the status of your appliance at all times.  Specifications: Device Type: WiFi Smart Power Socket Voltage: AC 110-250V Max current: 10A Total power: 2200W Wireless Power Dissipation: ≤0.3W Operating Temperature: -10～45℃ Operating Humidity: ≤80%RH Net Work: WiFi 2.4GHz b/g/n Security: WEP/WPA-PSK/WPA2-PSK Size: 100*60*42.5mm Weight: 6.35 oz(180 g) Color: White  Operation Tips: Step 1: Get app freely on your mobile phone Step 2: Electrify the product, then the indicaTor light turns red and flashes quickly Step 3: Add equipment in the app, enter wifi password To finish the configuration Step 4: Start your smart life  Package Included: 1 x WiFi Smart Power Socket  1 x User Manual']","[FREE on First Order]","['The app features a countdown, multiple timer function, multiple timer settings and scene settingPlug and play, no need to install ( Plug into socket and operate according the detailed Instruction Manual)More appliances can be controlled remotely: table lamp, electric warming oven, water heater, electric fan, electric cooker, etcThis Wifi Smart Socket can remote control your appliance in any time at anywhere with access to internet, know the status of your appliance at all timesDevice Type: WiFi Smart Power Socket']","['1rating', '1rating']","['5.0', '5.0']"

