Product name,Product price,Product description,Product shipping,Product details,Product review,Product rating

"['Blink XT2 Outdoor/Indoor Smart Security Camera with cloud storage included, 2-way audio, 2-year battery life – Add-on camera for existing Blink customers']","['CDN$119.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","['Extended battery life – 2 year battery life on two AA lithium batteries with a combination of two-way talk, live view, and motion recording. Double the usage of the XT on a single set of batteries when recording video.2-way audio – Talk to visitors through the Blink app on your smartphone or tablet.Customizable motion detection – Use activity zones to choose where motion is detected so you receive the alerts that matter.Free cloud storage – Keep hundreds of clips stored up to a year with no monthly fees or service contract required.Works with Alexa – View live streams, motion clips, or arm and disarm your system through select Alexa-enabled devices.Day and night coverage – Record and view in up to 1080p HD video during the day and with infrared HD night vision after dark.Use indoors/outdoors – Blink XT2 stands up to the elements. Place or mount it inside or outside for whole home security.Easy setup – No tools, wiring, or professional installation required.']","['1,722']",['4.2']

"['HeimVision HMD2 Wireless Rechargeable Battery-Powered Security Camera, 1080P Video with 2-Way Audio, Night Vision, Waterproof Home Indoor/Outdoor WiFi Cameras with Cloud Service']","['CDN$109.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","['【100% Wire-Free & Solar Powered】Built-in rechargeable battery and Wi-Fi, the installation and the connection of HeimVision battery security camera are 100% wireless, which gives you the added convenience of not having to deal with any outlets or tangled mess of wires. An international-standard battery of high quality endures over time. Compatible with HMS1 Solar Panel, it is solar-power rechargeable, and that enables easy installation and usage outside. (Sold separately)【Easy to Use & Cloud Service】Exclusive App HeimLife is available for download on GooglePlay and in the App Store for your use of HeimVision WiFi camera. The intuitive of the user interface provides a satisfying user experience while easing the pairing, recording and browsing process. HeimLife cloud service requires no personal data and protects surveillance videos with HTTPS Certified Security. Unlimited cloud storage for a limited fee. You can browse your surveillance history anywhere, anytime.【1080P HD Resolution & Night Vision】1080P high-resolution video security camera can clearly capture every motion even in the dark. HeimVision outdoor home camera can auto-switches to night vision mode when it darks out. With 130° wide-angle, the surveillance range is convenient for outdoor and indoor use.【Smart PIR Body Detection】PIR sensor detects mammals of about 37°C/ 98.6°F and sends alerts to your phone. HeimLife App pushes the most accurate real-time notification. With the two-way audio feature, the home security camera can also be used as a pet camera or an IP camera that allows conversation between the mobile end and the surveillance scene. Have fun interacting with your pet!【IP65 Weatherproof & Premium Services】Outdoor wireless camera boasts a durable and long-lasting design that is IP65 weatherproof for years of reliable outdoor use, even in harsh weather conditions. With well-experienced engineers and dedicated support teams, we always stand by our side and ready to help you If you have any questions, please feel free to contact us.']",['593'],['4.5']

['D-Link Mini HD Wi-Fi Indoor Camera with Cloud Recording - Sound and Motion Detection & Night Vision - DCS-8000LH/RE (Renewed'],"['Information Not Found', 'CDN$39.99']",['Information Not Found'],"[Free Shiping]","['720P HD - high image quality for your surveillance videoSound & motion detection - receive alerts on your smart phone when sound or motion is detectedNight vision - view up to 5 meters (16 feet) in complete darknessRemote viewing and cloud recording - record Video to the cloud and view live video on iPhone, iPad or Android with the mydlink appVoice control - works with the Google Assistant and alexa']",['144'],['4.1']

"['YI Dome Security Camera 1080p, PTZ 2.4G Wifi Surveillance System w/ Free Live Streaming, Motion Detection Alert, Auto Cruise, Remote View APP for iOS / Android-Local Storage & Optional Cloud Service(White)']","['CDN$49.99', 'Information Not Found']","['Color Name:WhiteYI Dome Camera, 1080p HD Indoor Pan/Tilt/Zoom Wireless IP Security Surveillance System with Night Vision, Motion Tracking - Cloud Service Available (White)']","[Free Shiping]","[""1080p High-definition, 112° wide-angle advanced glass lens combined with 345° horizontal & 115° vertical rotation range create a complete 360° coverage. Advanced night vision with 8 built-in 940nm infrared LED beads extend the viewing distance to 3 meters in pitch dark with no light pollution, so your baby or pet will not be disturbed by LED glare.Responsive and advanced microphone with a built-in anti-noise filter for a clear 2-way Audio experience. Intercom Mode: one party to talk and listen at a time or Hands-free Mode: both parties talk and listen freely for maximum flexibility.Receive real-time Activity Alerts while you're out. 10-sec motion tracking records and centers the moving object. Bookmark your favorite positions (up to 8) and return to them at the tap of a button. Select Auto-Cruise to survey the area 360° horizontally or cruise your bookmarks, suitable for large areas that need a quick scan (and tracks moving objects).YI Dome integrates with your YI Home family in one simple interface. User-friendly and intuitive app to customize your settings: activity alerts, auto-cruise, bookmarks, camera sharing, customize schedules, and more. Supports connectivity to a large number of devices with the same app/account for maximum convenience. Available for iOS and Android.Supports YI Cloud to avoid the risk of losing footage from a SD card, ensure all your videos are safe and protected. We provide the most efficient compression and the highest protection of data, so you can be sure that your footage is secure. Reliable Wi-Fi connectivity to access your camera with YI Home App on mobile device, and YI Home App on PC* at anytime, anywhere. Built-in support for 802.11b/g/n 2.4Ghz (5Ghz currently not supported) Wi-Fi band. *PC App is for viewing only""]","['7,148']",['4.1']

"['Heimvision HM302 3MP Security Camera, 2K HD Wifi Camera with Night Vision/PTZ/2-Way Audio, 2.4Ghz Wireless Home IP Indoor Camera for Pet/Baby/Elder/Dog Camera Monitor, Cloud Service, Compatible with Alexa']","['CDN$59.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","[""【3MP Ultra HD & 360°Full View】: The security camera comes with 3MP (2560*1440 HD Resolution), the higher the pixel, the clearer you view. Advanced 110 ° wide-angle glass lens and 350 ° horizontal and 100 ° vertical rotation can give you full HD clear panorama, which provide 24/7 hours protection without any blind spot for your house.【Smart Face/Motion/Sound Detection & Real-time Alarm】: HeimVision wifi indoor camera featuring real-time face/motion/sound detection and moving tracking. When sounds, motions or faces being detected, the pet camera can automatically record videos and instantly send real-time alerts to your phone. Know your home situation anytime and anywhere.【Night Vision & Two-way Audio】IP Security Camera can auto-switches to night vision mode when it darks out. Built-in infrared LED beads extend the viewing distance to 32 feet in pitch dark with no light pollution protecting your baby or pet from disturbance of LED glare and see more details at night. The HM302 security camera has a built-in speaker and mic, so you can hear what is happening at home. Have fun interacting with your pet!【Easy to setup & Works with Alexa】Connect the security camera to the home router via Ethernet cable provided or 2.4Ghz WiFi, then download free app ''MIPC'' into your mobile device. Compatible with Alexa, You can ask Alexa to show you your live feed on your Fire TV, Tablet, Echo Show, or Echo Spot.【Secure Cloud Service & Remote Viewing】Security camera adopt financial encryption, support up to 128G Micro SD storage and Cloud storage. The wireless security camera supports 24/7 recording and playback. You can remote access simultaneously on smart devices and computer by PTZ control, 4X zoom.. You’ll never miss out on a moment with remote and local playback wherever you are.""]","['1,247']",['4.3']

"['Spy hidden camera wireless wifi charger HD camera, mini hidden nanny camera without audio recording function, can remotely view, switch and play, better than clock camera, better than pen camera, and better than traditional surveillance. Support iOS / Android. (WFCC)']","['Information Not Found', 'CDN$59.99']","['Style:WFCCThis is a : ❤️(1) Real phone charger adapter. 📷 (2) HD 1080P Wireless Hidden Spy Camera with Remote Viewing. Setting up your device is easy, You can monitor your home, office, or shop at any time on your phone no matter where you are as long as your phone is connected to Wi-Fi or 3G/4G LTE. You can use the camera as a baby monitor, nanny camera, or pet monitor to ensure that everything is safe and healthy in your home. Main Features: 🔶 Completely Hidden, No sparkling light when recording. 🔶 HD 1080P Video Resolution. 🔶 Wi-Fi connection, Remote View. (with mobile app for both iOS and Android). 🔶 Loop recording with H.264.(256GB TF card about storage 30 days video files). 🔶 Intelligent motion detection. 🔶 Expandable memory up to 256GB. 🔑Easy to Use: The set-up is very easy. You can follow the directions in the user manual step-by-step.(Included detailed instruction and operation video) If you have any questions, please do not hesitate to contact us , we have a strong and professional technical team to serve you at any time. Here’s how you can get in touch with us: 1. View your order. 2. Click ""Contact Seller."" Now, you can send us a message. ⚠️Warm Tips: 1.This spy nanny camera requires a Micro-SD card (NOT INCLUDED.) and Insert it before using for saving the video. 2. This wifi hidden camera is compatible only with 2.4GHz wireless frequency, it doesn't support 5GHz wireless frequency. 🔺3. If you have connected this hidden camera with your network, please don't connect the camera signal again in your phone WiFi setting, just add this device in the App. To protect your privacy, the camera signal will disappear on your phone setting, so you can't find it again in your phone WiFi setting.']","[Free Shiping]","[""👍WIFI charger camera is both standard charger and hidden camera.The camera uses the latest APP, it is very stable and not easy to go offline, WIFI is successfully configured, and you can operate the camera at any distance. 👍 It can record video, it will not light up during recording, you can remotely control the switch, or you can record on time.👍Easy to use: instructional videos and electronic file manuals are included in the camera package, so even beginners can get started easily. 👍The phone has been connected to WIFI through the camera and can be viewed and controlled without internet (within 30 meters). 👍The camera has a motion detection function, no one is on standby and someone is recording. 👍Support video playback and download videos in APP camera.👍H.264 compression format ensures video clarity and saves capacity. The new technology has a maximum expandable memory of 256GB, while other vendors' technologies only support 32GB memory cards. 32GB obviously cannot meet the needs of most customers. 👍Cloud storage: This feature is an additional payment function (no need not to pay), the thief has damaged the camera, but cannot damage the evidence (you can download videos from the cloud).👍Multi-level adjustment of mobile sensitivity, reduce false positives, push in time, save effort. When the memory card is full, the latest file will overwrite the previous file, and the device will continue to record continuously (if there are important videos, choose to download in time).👍The camera has passed the reliability and safety test of a DC 700mA load. The camera's heat is within the safe allowable range (to extend the life of the camera, it is recommended not to charge the phone fo👍Risk-free purchase: We recorded a detailed operation video. We will strictly test each item before sending the camera. As a reliable seller, we always strive to provide customers with 100% satisfied products and services. 👍It is our constant pursuit to provide you with satisfactory services. So if you encounter any problems, please contact us immediately.›See more product details""]",['78'],['3.6']

"['Outdoor Security Camera,1080P WiFi Outdoor Surveillance Cameras with Intelligent Humanoid Detection,Two Way Audio, Cloud Service,Remote Monitor Auto Motion Outdoor Camera']","['Information Not Found', 'CDN$56.99']","['Color Name:1080P outdoor security cameraProduct configuration  Video pixels: 1080 HD  Resolution: 1920X1080  Audio input: built-in pickup  Audio output: built-in speaker  Video storage: TF card / cloud storage  TF card size: 16-64G optional  IR Night Vision: viewing angle and built-in with IR Cut Filter ensures true color day and night  Motion detection: support  Product specifications: 115MMX150MM  Mobile APP: Vision Beauty (supports cloud storage)   Features  --Well-built hardware: Wifi camera supports 5 person to view at the same time using our app on iPhone/android phone, PC and tablet  --Easy to set up :Setting up the first time is just need 5 min (for both software and hardware) with our easy-to-follow instructions  --Vivid 1080P full HD video: You can see crystal clear images with this full HD and clarity camera,The wide-angle lens is more coverage  --Excellent audio & mic: With this two-way audio function, you can easy get your home moments and leisure time,you can hear and talk to your baby and family members at any time,capture special moments and cute photos,just share with friends and family   Warm Notice  1.This camera only compatible with 2.4G Hz network,not support 5GHz wifi  2. Our power supply is placed on the bottom of the inner package, you can see it when you take out the inner package.  3.You can insert micro SD card to keep recording(MAX 64G),or pay for cloud subscription,due to the cloud subscription version is different,the service is different. Currently we have the basic version, the standard version and the advanced version. The three packages are available for subscription, and the basic version of the cloud service does not provide cloud recording   Packing list:   1*Home Security Camera  1*Power adaptor/cable  1*Three Screws  1*User manual  1*Home Security Stand']","[Free Shiping]","['【Please note: You need to connect the power cable we provided,the power supply is placed on the bottom of the inner package, you can see it when you take out the inner package】1080P 3.6MM high-definition camera lens and infrared 36LED light night vision, day and night can be monitored in real time,it can be installed in warehouses, shops, companies, families and many other places.IP66 waterproof and waterproof, can be recorded in any weather,which makes it will working with 365 days a year, it working temperature from -20 ° C to 55 ° C,which makes the 1080p ip cam become great solution for outdoor home safety.Supports TF card, cloud storage, maximum support for 64G TF card, do not worry about storage is not enough, you can also watch the video at any time when you go out,Wide-angle vision lets you capture any shot.Humanoid motion detection, two-way voice function, when the humanoid object passes the camera, the mobile phone will receive the text message in time, and the APP will send an alarm to let you know the situation immediately, and then you can use the APP to speak, scare away the criminals and avoid Loss of your propertyOutstanding service: our shop provides high quality service, please contact us if you have any questions, our customer service will provide help at the first time.']",['161'],['3.9']

"['CACAGOO Video Baby Monitor, Security WiFi Camera 1080P Wireless IP Camera Indoor Home Dome Camera with IR Night Vision/Two-Way Audio, Cloud Storage']","['CDN$39.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","['【1080P& 360℃ Coverage】Unlike other baby monitor only have 720P blurred image, CACAGOO video baby monitor has upgraded advanced 1080P high-quality image. The wifi camera is designed with 355° horizontal and 155° vertical rotation to make up a 360°complete coverage. Only support 2.4G wifi, 5G WiFi is not supported. If the first connection is unsuccessful, press the reset button to reset it to ensure that the product is connected again.【24H/7Day Monitor & Instant Alarm】Built-in high precision motion detection technology, this video monitor baby monitor with camera and audio sends instant alerts to your mobile phone around the clock. This baby camera helps you stay in touch with your home anytime, anywhere.【Enhanced Night Vision】Infrared LEDs ensure an up to 10m clear view even in the dark. This baby camera monitor baby video monitor pet camera automatically turns on infrared LEDs in low light conditions.【Two-way Audio Conservation】Built-in 36dB mic and speaker and anti-noise technology, offer you a smooth conversation with your family at anytime, anywhere with your mobile phone, tablet.【Cloud & SD Card Storage Available】Cloud Storage Service ensure that you never miss anything, you can log in in to instantly pinpoint your footage through an intelligent timeline and play it back in seamless and brilliant quality. Supports max 64GB micro SD card(SD card is not included), 1080p 24 hour video can be saved anytime & anywhere.']","['1,107']",['4.0']

"['HeimVision HM311 Outdoor Security Camera Wireless, 3MP 1536P 2K WiFi Home Surveillance Camera with Night Vision, Floodlight, Siren Alarm, Two-Way Audio, Motion Detection, Waterproof, Cloud Service/ Microsd Support']","['CDN$79.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","['【3MP UHD & Color Night Vision Image】Experience magnificent 2K (3-Megapixel / 2048*1536P) video with an upgraded all-glass lens on this security camera. Heimvision outdoor camera equipped with IR cut filter, 2 bright floodlights and 110° viewing angle which provide true color throughout day and night. The IP camera will auto-switch to night vision mode when it darks out, night vision range up to 98ft.【Two-way Audio & APP Remote Control】Bulit-in microphone and speaker, HM311 home security camera offers convenient two-way audio communication. With the two-way audio and APP control, you can hear and speak to your family, say hi to friends, talk to the postman, watch your pet or scare away any suspicious people. Multiple account sharing allows you to share your camera to more family members and it also allows 3-5 people to see live video at the same time.【Motion Detection and Siren Alert】Heimvision wireless outdoor camera is powered with motion, sound and human detection sensors, smart notifications with App alerts will be pushed to your smart-phone when motion is detected. Motion-activated floodlight will shine a light on suspicious activity and capture color pictures at night. You can also adjust the sensitivity and detection zones.【Video Storage in Cloud / MicroSD Card 】The Heimvision smart outdoor camera support 1-month free cloud service. Store all of your recorded surveillance footage from our wireless outdoor camera to our cloud or MicroSD card (Support Max 128GB, SD card Not included). All videos and pictures are protected by encryption to secure your privacy. Install our user-friendly free App “HeimLink"" into your IOS/Android phone/ tablet/ PC to watch, record, and share all the videos captured by the camera.【Vandal Resistant & IP65 Weatherproof】The sturdy security camera meet the waterproof IP65 and cover with durable metal housing, it can keep recording no matter raining, lightning, fogging or snowing. The -20℃-50℃ temperature operational range ensures the WiFi security camera works both indoors and outdoors.']",['55'],['4.7']

"['Security Camera WiFi Camera Wireless IP Camera-1080P Indoor Camera, Baby Monitor Camera with 2-Way Audio/Night Vision/Motion Detection/Instant Alert, Upgraded Monitor for Pet/Baby/Elder']","['CDN$37.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","['🔘【1080P full HD& Enhanced Night Vision】1080P full HD Indoor Security Camera is designed with 1920*1080 Mega Pixels progressive CMOS for sharper images. Adapting updated 940Nm IR LED to enhance night vision for a clear display, range up to 33feet/10 meters.📲【Motion Detection & Instant Alert】Surveillance wifi camera with its intelligent motion detection feature, every potential risk will be identified accurately and sent images and sounds to your app immediately which make you easily to watch what matters most. Ideal to use as a baby monitor camera, pet cam, nanny cam and even for keeping an eye on elderly or vulnerable relatives full day.📷【Multifunctional Camera &Multi-user】This wireless Wi-Fi camera adapts with a 130° wide-angle lens help to get a wide view of your home, office, shop, etc. Not only our security camera supports unlimited devices accessing at the same time, but also can add unlimited Littlelf cameras on one account, so you can share the happy moments by invite whole family on app.📱【Easy to Install& Apply】Simply download a ""Littlelf Smart"" app and then connect to 2.4GHz WiFi for easy apply. Home security wireless camera is compatible with Google, Alexa, and supports iOS 8.0 and Android 5.0 or later. (Wireless Internet connection no means Cordless. Need to plug in the power)💭【Privacy Protection & Cloud Service】Order this security baby monitor camera, you can get a 90-day free trial with 14-day rolling cloud storage for recording events to avoid footage loss from local storage. Using high level encryption technology to make sure your data is protected with the most security and no one can access. Also support SD card, up to 128GB.( SD NOT INCLUDED)']",['75'],['4.8']

"['Amcrest 4MP UltraHD Indoor WiFi Camera, Security IP Camera with Pan/Tilt, Two-Way Audio, Night Vision, Remote Viewing, Dual-Band 5ghz/2.4ghz, 4-Megapixel @~20FPS, Wide 120° FOV. IP4M-1051B (Black)']","['CDN$99.99', 'Information Not Found']",['Amcrest Model: IP4M-1051B  CAMERA FEATURES:   4-Megapixel Recording @ ~20fps. Dual Band 5ghz/2.4ghz. Wide 120° Diagonal Viewing Angle. H.265 Compression Technology Night Vision up to 32 feet. Two-Way Talk. MicroSD Card Slot (up to 64GB). MicroSD Card Sold Separately Dimensions: 4 x 4 x 4.7 inches Weight: .77lbs  PACKAGE INCLUDES :   1 x 4-Megapixel PTZ WiFi IP Camera (IP4M-1051B) 1 x 5V 10ft Power Adapter Black (AMUS5VB) 1 x Plastic Wall Mount 1 x 6ft Ethernet Cable Quick Start Guide'],"[Free Shiping]","['EXPERIENCE ULTRAHD - Observe 4MP video footage on this dual-band 5GHz/2.4GHz wireless security camera with the latest image sensor, Ambarella chipset and UltraHD 4MP resolution (2688x1520). A wide 120° diagonal viewing angle allows you to cover more ground to keep what you love safe.INTELLIGENT ALERTS - Utilize intelligent alerts that send notifications directly to your computer or smartphone via the Amcrest View Pro app. Customize your motion detection zones to receive only the alerts that you need. Be notified anytime your smart home camera goes offline.FULLY FEATURED - With pan tilt, digital zoom, and IR night-vision up to 32 feet, you can watch what you love even in the dark. Communicate with two way audio using the built-in speaker and microphone to talk to your children, pets or loved ones from anywhere in the world. H.265 Compression technology allows for files to be compressed without any noticeable difference in quality.MULTIPLE STORAGE OPTIONS - Amcrest Cloud optional Premium plans allow you to live-stream and playback your video footage through the Clouds intuitive interface or record your footage directly to MicroSD Card, Amcrest NVR, Synology/QNAP/WD NAS, FTP and Blue Iris.SIMPLE. RELIABLE. SECURE. - At Amcrest, we want to ensure the safety of our customers and their homes and businesses. This WiFi IP camera features secure HTTPS/SSL and WPA2/TKIP encryption. 1-year US Warranty and Lifetime Support provided directly from Amcrest included with purchase.']",['684'],['4.2']

"['Indoor Camera, Littlelf 1080P Wireless WiFi Home Security IP Camera for Pet/Baby Monitor with Motion Detection/Tracking, 2-Way Audio, Night Vision and Cloud Storage, Work with Alexa (White)']","['Information Not Found', 'CDN$59.99']",['Information Not Found'],"[Free Shiping]","['【1080P Full HD & Smart Pan/Tilt Indoor Camera】Please download ""littlelf smart"" app not ""littlelf"" app. 1920*1080 Mega Pixels and high-tech optic lens present sharper details and produce crystal clear image quality. Support reliable Ethernet cable and 2.4G Wi-Fi connectivity (Not compatible with 5G), This wifi camera provides wider viewing angle with horizontal 355° and vertical 110° function for complete coverage of your home, no blind spot.【Motion Detection and Auto Movement Tracking】Littlelf Smart 2020 Newest wireless camera adopts Smart Perceive Technology to detect movements. Once motion detected, your phone will get an alert notification push in time, just open Littlelf Smart APP to check quickly what is going on, never miss any important movements! The Motion Detection sensibility can be adjust by yourself. Meanwhile, when you turn on the function of auto movement tracking, the home camera will move as the object moves.【Fluent 2 Way Audio and Manually Night Vision】 Built-in microphone and speaker, you can keep in touch with your baby/pet/nanny anywhere anytime between the Littlelf Smart APP and the pet camera sides by simply pressing the call button. With the intelligent IR-Cut switch, the indoor security camera will automotically change into day/night mode according to light changes. You can also manually turn it on or off as you like, the night vision distance is up to 33 feet in pitch dark.【Double Storage and Encrypted Local Record】 You can save videos to a max 128GB TF card ( Not included ) or cloud storage (90 days free trial) to make sure you can playback the video records at anytime. High level encryption technology will protect your videos can be only read by you even if this ip camera was stolen or broken, no one can access your videos.【Multi-users & Multiple View】This baby monitor camera supports many users (No limit on the number of accounts) to view simultaneously on iPhone, Android phone and iPad. You could share your camera with friends and family for good moments. Littlelf Smart app can manage mutiple cameras and display 4 live videos on one screen, help you keep up with everything in your house. Please feel free to contact us if you have any problems.']",['447'],['4.8']

"['TETHYS Wireless Security Camera 1080P Indoor [Work with Alexa] Pan/Tilt WiFi Smart IP Camera Dome Surveillance System w/Night Vision,Motion Detection,2-Way Audio,Cloud for Home,Business, Baby Monitor']","['CDN$78.70', 'Information Not Found']","['The TETHYS Wireless Security Camera offers safety, security, and stability when it comes to watching your loved ones or property. Stunning 1080P HD video quality allows for clear visuals, whether day or night, and wide ranging camera distance. MIPC App controls every aspect of your camera. Record when, where, and how you want. All your collected video recordings can be saved and preserved using the built-in Cloud service through the app. 1080P HD1080P HD video and recording quality. See everything in perfect HD at a powerful and fast 30fps. CONTROL W/ ONE APPSelect camera positioning, capture still images, check your gallery, and more, through one app. CLOUD SERVICESave, Record, and Preserve all recorded data into our Cloud based service built right into the app.']","[Free Shiping]","['MOTION DETECTION ALERTS -Real time motion detection alerts when a person or thing passes by the camera. A notification is sent to your smartphone through the app to notify you quickly. (IMPORTANT: You can change the Motion Detection Sensitivity within the Settings of the MIPC app.)1080P HD VISUALS - 1080P HD quality image and video recording day or night. Powerful, crystal clear visuals provide stable and secure video quality. 350° Horizontal & 100° Vertical lens rotation range. Built-in advanced night vision technology allows 32 ft. viewing range in the dark.CLOUD DATA STORAGE - Save ALL of your recorded video data and images using the simple Cloud feature. Never fear of losing data from an Micro SD Card, instead, guarantee all your recurring videos are saved and secured on an easy to operate Cloud based service. Or, save your recorded video using a Micro SD Card (sold separately).JUST ONE APP - All controls, features, and functions are controlled by the free, downloadable MIPC app (located in the App Store or Google Play Store). Access a video gallery, a two-way speaker, take pictures, and more with an easy to use app. (NOTE: HTTP/RTSP NOT SUPPORTED)1 YEAR WARRANTY - TETHYS is happy and proud to offer all of our customers a full 1 year warranty.›See more product details']","['2,569']",['4.6']

"['32GB WiFi Spy Camera Wireless Mini Hidden Camera,1080P Portable Security Camera with App View - Magnetic Easy Install - Night Vision - Motion Detection - Instant Push Notifications (2020 APP)']","['CDN$69.99', 'Information Not Found']",['32GB Mini Spy Camera Wireless Hidden Camera WiF HD 1080P Portable Home Security Cameras Nanny Cam Small Indoor Video Recorder Motion Activated Night Vision'],"[Free Shiping]","['32GB WIFI SPY CAMERA: The wireless spy cam with easy Wi-Fi connection (Only 2.4GHZ) to access, you can live stream all your videos via smartphone or tablet App (IOS & Android Available) for remote view when you left home. Keep an eye on your house, office or family as a housekeeper or nanny cam 24hours/7days. This spy camera can also works for Windows/Mac computer.FULL HD VIDEO & WIDE ANGLE VIEW: The hidden camera mini spy camera provide wider lens angle up to 150°, supports stunning HD video quality 1920x1080P (1080P/720P). Wide-angle lens producing bright and crisp images, creating a large coverage view to monitor your care, perfect for house, office or family as a housekeeper, nanny cam, baby camera, pet camera, car spy cameraMOTION DETECTION AND NIGHT VISION: The motion activated spy camera adopt the latest intelligent motion detection technology, this mini small Wi-Fi nanny cam allows you set the sensor sensitivity manually. No longer worry about recording in the night or dark light, the mini camera is built-in 6 covert infrared LEDs without lighting which makes sure it can provide a night visual range of 15 to 20 feet with delivering clear pictures.COMPACT AND DURABLE DESIGN: the mini Wi-Fi spy camera Built-in 300mAh rechargeable lithium-ion battery which can last one hour, and equipped with 360°Flexible Semi Rigid USB Cable, which can get the camera stand easily while charging. This spy cam supports loop recording (Automatically records video every 5 minutes to facilitate video storage), and record & playback with local micro SD card (Up to128G, NOT included). The compact design makes it easy to hide around anywhere.EASY TO USE: the micro security camera built-in strong magnet, the hidden camera can be tightly adsorbed on an arbitrary iron surface. Using the extra magnetic mount, you can install the camera at any places and adjust the camera in any direction manually. And with the flexible semi-rigid USB cable you can get the hidden camera stand easily. You can also maneuver the cam at any angles or position by the cable as you need.']",['26'],['3.9']

"['YI 1080p Home Camera, Indoor Wireless IP Security Surveillance System with Night Vision for Office Monitor with iOS, Android']","['CDN$35.11', 'Information Not Found']","['Setting Up Your Camera With YI Home App  1.Install YI Home App and create a YI Home Account 2.Power your camera on and click the icon on theupper right corner in YI HOME app to add your camera  3.Select your Wi-Fi network and enter your Wi-Fi password, then select Connect to Wi-Fi 4.Scan the QR Code shown on the app, then select Next once the QR Code has scanned 5.Select Save, then select Start using to finish pairing 6.If connection failed, please push the Reset button and try again WiFi Settings 1.YI Home cameras will need to connect to a 2.4GHz band network. 5GHz WiFi band is not supported 2.Turning on the location service on the phone if you encounter Unknown SSID issue 3.Encryption mode must be set to WPA/WPA2 (mixed mode) or WPA2 4.Your Wi-Fi password must be 8-20 characters in length If you have any other problem, please contact us via support@yitechnology.com.']","[Free Shiping]","['Records in 1080p to capture crystal clear images.Baby Crying Detection and Motion Detection uses state-of-the-art technology to send alerts to your phone using the Activity Alerts feature.Supports YI Cloud to avoid the risk of losing footage from an memory card, ensure all your videos are safe, secure and protected.(Storage sold seperately). Supports up to 64GB memory card with FAT32 format.Best Security - We provide the most efficient compression and the highest protection of data, so you can be sure that your footage is safe and secure.Reliable Wi-Fi connectivity to access your camera with YI Home App on mobile device at anytime, anywhere. Supports 2.4Ghz (5Ghz not supported) Wi-Fi band. This product is certified by ISED with HVIN No. YYS.2016 and Certificate No. 20436-YYS.2016']","['9,934']",['4.1']

"['Indoor Security Camera, Littlelf 1080P Home Wifi Wireless Camera with 2-Way Audio Night Vision Motion Detection for Pet/Elder/Baby Monitor, Cloud Storage and MicroSD Support (Not Included)']","['Information Not Found', 'CDN$39.99']",['Information Not Found'],"[Free Shiping]","['[ Two-way Audio & Crystal Night Vision ]-Built-in noise reduction microphone & speaker, our indoor security camera allows two-way communication with your loved ones via your smartphone at anytime, anywhere, and give commands to your pet or even drive away uninvited guests. 6 pcs 850nm IR Leds give you clear Black/White picture in pitch dark up to 33 feet, no light pollution. You can also manually turn night vision on or off as you like.[ Motion Detection & Real Time Alerts ]-Always know what’s going on in the place when you’re away. An alert notification will be sent promptly on the APP if a motion is detected by this home security camera, instant alarm pictures or videos will be taken and stored in cloud or SD card.[ Cloud Service & Encrypted SD Storage ]-You can save videos to a max 128GB SD card ( Not included ) or cloud storage (90 days free trial with 14 days cycling for event recording) to make sure you can playback the video records at anytime. High level encryption technology will protect your videos can be only read by you even if this wifi camera was stolen or broken, no one can access your videos.[ Multi-users & Multiple View ]-This baby monitor camera supports many users (No limit on the number of accounts) to view simultaneously on iPhone, Android phone and iPad. You could share your camera with friends and family for good moments. Littlelf Smart app can manage mutiple cameras and display 4 live videos on one screen, help you keep up with everything in your house.[ 1080P Full HD & 2.4GHz Wifi Connection ]-With 1080P full HD resolution, littlelf wireless security camera displays a crystal clear smooth live video, you can keep an eye on your home anytime anywhere. Camera only works with 2.4G WiFi（5G is not supported). Works with Alexa, ask Alexa to show your front door, baby room, or anywhere else you have your littlelf pet camera. Please feel free to contact us if you have any problems.']",['169'],['4.9']

